date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:09:28	2158286/2158286	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Nov%202025%2017:09:27%20GMT	https://scorm.onilearning.com.br/conteudo/componente.php?id=3094&instituicao=271&config=1&onepage=6151f29706f71ec7e4905d44f5c586a4&estudante=&acesso=18337806	C:/Meus%20Sites/Controle%20de%20Qualidade%20Industrial/scorm.onilearning.com.br/conteudo/componentee176.html	(from )
14:09:32	2876600/2876600	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Nov%202025%2017:09:27%20GMT	https://scorm.onilearning.com.br/conteudo/componente.php?id=3097&instituicao=271&config=1&onepage=ec84a382c0e580a9e8759062047d0159&estudante=&acesso=18337816	C:/Meus%20Sites/Controle%20de%20Qualidade%20Industrial/scorm.onilearning.com.br/conteudo/componentebe90.html	(from )
14:09:33	2512899/2512899	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Nov%202025%2017:09:29%20GMT	https://scorm.onilearning.com.br/conteudo/componente.php?id=3100&instituicao=271&config=1&onepage=91974c4a19b056221f28bd03c5cdc39c&estudante=&acesso=18337825	C:/Meus%20Sites/Controle%20de%20Qualidade%20Industrial/scorm.onilearning.com.br/conteudo/componentea73e.html	(from )
14:09:33	103/103	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Nov%202025%2017:09:31%20GMT	https://scorm.onilearning.com.br/robots.txt		(from )
14:09:34	26633/26633	---M--	200	added ('OK')	image/png	etag:%22508476afebecdb1:0%22	https://scorm.onilearning.com.br/conteudo/assets/img/ONIfavicon-96x96.png	C:/Meus%20Sites/Controle%20de%20Qualidade%20Industrial/scorm.onilearning.com.br/conteudo/assets/img/ONIfavicon-96x96.png	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3094&instituicao=271&config=1&onepage=6151f29706f71ec7e4905d44f5c586a4&estudante=&acesso=18337806)
14:09:35	1991834/1991834	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Nov%202025%2017:09:30%20GMT	https://scorm.onilearning.com.br/conteudo/componente.php?id=3103&instituicao=271&config=1&onepage=22ca5cdeb93abc98685b09b282fad3ea&estudante=&acesso=18337839	C:/Meus%20Sites/Controle%20de%20Qualidade%20Industrial/scorm.onilearning.com.br/conteudo/componentef76c.html	(from )
14:09:35	1325/1325	---M--	200	added ('OK')	text/css	etag:%224ef798604438dc1:0%22	https://scorm.onilearning.com.br/conteudo/assets/css/reset.css	C:/Meus%20Sites/Controle%20de%20Qualidade%20Industrial/scorm.onilearning.com.br/conteudo/assets/css/reset.css	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3094&instituicao=271&config=1&onepage=6151f29706f71ec7e4905d44f5c586a4&estudante=&acesso=18337806)
14:09:36	27791/27791	---M-Z	200	added ('OK')	text/css	etag:%2280baa06aa51ddc1:0%22	https://scorm.onilearning.com.br/conteudo/assets/css/novaTrilha.css	C:/Meus%20Sites/Controle%20de%20Qualidade%20Industrial/scorm.onilearning.com.br/conteudo/assets/css/novaTrilha.css	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3094&instituicao=271&config=1&onepage=6151f29706f71ec7e4905d44f5c586a4&estudante=&acesso=18337806)
14:09:37	13403/13403	---M-Z	200	added ('OK')	application/javascript	etag:%2280856a2412ccdb1:0%22	https://scorm.onilearning.com.br/conteudo/assets/js/novaTrilha.js	C:/Meus%20Sites/Controle%20de%20Qualidade%20Industrial/scorm.onilearning.com.br/conteudo/assets/js/novaTrilha.js	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3094&instituicao=271&config=1&onepage=6151f29706f71ec7e4905d44f5c586a4&estudante=&acesso=18337806)
14:09:37	89795/89795	---M-Z	200	added ('OK')	application/javascript	etag:%226408b256-79b2%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.6.4/jquery.min.js	C:/Meus%20Sites/Controle%20de%20Qualidade%20Industrial/cdnjs.cloudflare.com/ajax/libs/jquery/3.6.4/jquery.min.js	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3094&instituicao=271&config=1&onepage=6151f29706f71ec7e4905d44f5c586a4&estudante=&acesso=18337806)
