date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:19:22	1157481/1157481	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Nov%202025%2019:19:18%20GMT	https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/componente5d92.html	(from )
16:19:27	1308155/1308155	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Nov%202025%2019:19:19%20GMT	https://scorm.onilearning.com.br/conteudo/componente.php?id=3229&instituicao=271&config=1&onepage=baa96bbc6ad6813e4742b7f847ff24f1&estudante=&acesso=18683091	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/componente4dd1.html	(from )
16:19:28	2061317/2061317	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Nov%202025%2019:19:23%20GMT	https://scorm.onilearning.com.br/conteudo/componente.php?id=3232&instituicao=271&config=1&onepage=428f9bfd33d8445901fe08c16c26d94f&estudante=&acesso=18683094	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/componentea7b1.html	(from )
16:19:29	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2030%20Nov%202025%2019:19:27%20GMT	https://scorm.onilearning.com.br/robots.txt		(from )
16:19:31	26633/26633	---M--	200	added ('OK')	image/png	etag:%22508476afebecdb1:0%22	https://scorm.onilearning.com.br/conteudo/assets/img/ONIfavicon-96x96.png	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/assets/img/ONIfavicon-96x96.png	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088)
16:19:32	1325/1325	---M--	200	added ('OK')	text/css	etag:%224ef798604438dc1:0%22	https://scorm.onilearning.com.br/conteudo/assets/css/reset.css	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/assets/css/reset.css	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088)
16:19:32	2169850/2169850	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Nov%202025%2019:19:25%20GMT	https://scorm.onilearning.com.br/conteudo/componente.php?id=3235&instituicao=271&config=1&onepage=33dce08da1f63161134a914000554c88&estudante=&acesso=18683096	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/componented0c1.html	(from )
16:19:33	27791/27791	---M-Z	200	added ('OK')	text/css	etag:%2280baa06aa51ddc1:0%22	https://scorm.onilearning.com.br/conteudo/assets/css/novaTrilha.css	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/assets/css/novaTrilha.css	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088)
16:19:37	2598/2598	---M--	200	added ('OK')	text/css	etag:%22a9eb84c4077db1:0%22	https://scorm.onilearning.com.br/conteudo/assets/css/acess_contrast.css	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/assets/css/acess_contrast.css	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088)
16:19:42	1298/1298	---M--	200	added ('OK')	text/css	etag:%22a9eb84c4077db1:0%22	https://scorm.onilearning.com.br/conteudo/assets/css/acess_bar.css	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/assets/css/acess_bar.css	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088)
16:19:45	5760/5760	---M-Z	200	added ('OK')	application/javascript	etag:%2280156c4077db1:0%22	https://scorm.onilearning.com.br/conteudo/assets/js/acess_scripts.js	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/scorm.onilearning.com.br/conteudo/assets/js/acess_scripts.js	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088)
16:19:48	11988/11988	---MCZ	-1	error ('Error%20when%20decompressing')	text/css	etag:W/%2213133-n+q1flyUhQcTQlCvNONC51P8Ap0%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/style.css	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/style.css	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088)
16:19:51	11920/11920	---MCZ	-1	error ('Error%20when%20decompressing')	text/css	etag:W/%2214f3d-NwF2ejU9knAYHLwpS4Iszl9H1Q4%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/bold/style.css	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/bold/style.css	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088)
16:19:52	11925/11925	---MCZ	-1	error ('Error%20when%20decompressing')	text/css	etag:W/%2214f3d-r7RKcT9NxSbiv/2gU12nv8/LRKk%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/style.css	C:/Meus%20Sites/Ensaios%20de%20M%c3%a1quinas%20El%c3%a9tricas/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/style.css	(from https://scorm.onilearning.com.br/conteudo/componente.php?id=3226&instituicao=271&config=1&onepage=611049a6c979f260ea2cb3241bbfe614&estudante=&acesso=18683088)
